StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Basketball Time_First Click,Basketball Time_Last Click,Basketball Time_Page Submit,Basketball Time_Click Count,Sister P1 Time_First Click,Sister P1 Time_Last Click,Sister P1 Time_Page Submit,Sister P1 Time_Click Count,Sex Pref,Basketball T1 Belief_1,Basketball  T1Action_1,Basketball T1Emotion,AC1:BB,AC1:BB_DO,AC2:BB,AC2:BB_DO,AC3:BB,AC3:BB_DO,AC4:BB,AC4:BB_DO,AC5:BB,AC5:BB_DO,Basketball T2 Belief_1,Basketball T2Action_1,Basketball T2Emotion,Basketball T3 Action_1,Basketball T4_1,Sister P2 Time_First Click,Sister P2 Time_Last Click,Sister P2 Time_Page Submit,Sister P2 Time_Click Count,Sister P3 Time_First Click,Sister P3 Time_Last Click,Sister P3 Time_Page Submit,Sister P3 Time_Click Count,Sister T1 Belief_1,Sister T1 Action_1,Sister T1 Emotions,AC1:S,AC2:S,AC2:S_DO,AC3:S,AC3:S_DO,AC4:S,AC4:S_DO,AC5:S,AC5:S_DO,Sister T2 Belief_1,Sister T2 Action_1,Sister T2 Emotions,Sister T3 Action_1,Sister T4 Action_1,Female Rom Time_First Click,Female Rom Time_Last Click,Female Rom Time_Page Submit,Female Rom Time_Click Count,Male Rom Time_First Click,Male Rom Time_Last Click,Male Rom Time_Page Submit,Male Rom Time_Click Count,Partner T1 Belief_1,Partner T1 Action_1,Partner T1 Emotion,AC 1 Partner,AC 1 Partner_DO,AC 2 Partner,AC 3 Partner,AC 3 Partner_DO,AC 4 Partner,AC 4 Partner_DO,AC 5 Partner,Partner T2 Belief_1,Partner T2 Action_1,Partner T2 Emotions,Partner T3 Action_1,Partner T4 Action_1,Age,Sex,Siblings,Sons,Daughters,Rel Status,Ed,Income,MTurk ID,Feedback,SC0,SC1,SC2,SC3,SC4,BotCheckUS,Attention Check Basketball,Attention Check Sister,Attention Check Partner,MTurkCode,FL_129_DO,FL_38_DO,FL_32_DO,FL_241_DO,VowelTest_DO,T1DependentVariables:Basketball_DO,AttentionCheck:Basketball_DO,T2DependentVariables:Basketball_DO,T1DependentVariables:Sister_DO,AttentionCheck:Sister_DO,T2DependentVariables:Sister_DO,T1DependentVariables:Partner_DO,AttentionCheck:Partner_DO,T2DependentVariables:Partner_DO
2020-12-28 12:21:56,2020-12-28 12:29:11,IP Address,75.66.85.88,100,434,True,2020-12-28 12:29:11,R_cI7QoDftorMxsNb,,,,,35.0760955810546875,-89.85469818115234375,anonymous,EN,,,,,,,,,,,,,,,,,,,,ie,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,96.417,0,,,,,100,100,"Angry,Sad,Depressed,Scared,Distressed,Jealous,Traumatized",Hitting her,Drinking and driving|Drug use|Hitting her|Stealing from you,,Your romantic partner,Your old roomate|Your brother|Your ex|Your romantic partner,Extremely rude and avoidant,Kind and courteous|Pleasant|Shy|Extremely rude and avoidant,,100,100,"Depressed,Jealous",100,0,79,Male,1,2,2,Divorced,Bachelor's degree,25000,A3AT9S1CF9QV4K,none,0,1,0,0,3,1,,,3,3725056,IntroSex,,,Crying:Partner,Q131,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 4 Partner|AC 3 Partner|AC 1 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:27:51,2020-12-28 12:29:12,IP Address,73.112.87.150,100,81,True,2020-12-28 12:29:13,R_12eZol7M0CCzutR,,,,,39.801300048828125,-75.0030975341796875,anonymous,EN,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q129,,,,,,,,,
2020-12-28 12:19:57,2020-12-28 12:29:15,IP Address,70.188.24.14,100,557,True,2020-12-28 12:29:15,R_2D8kYpidqyKCcc6,,,,,37.3029022216796875,-79.93219757080078125,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,,,,,0,0,124.433,0,,,,,,,,,,,,,,,,,,,,0,0,79.696,0,0,0,58.625,0,99,100,"Depressed,Scared,Distressed,Jealous,Traumatized",True,,,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,Your mother|You best friend|Your father|Your brother,,,99,100,"Sad,Depressed,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,39,Female,1,2,0,Married,Associate degree,75000,A2FO6J0H70OW05,,0,1,0,3,0,1,,3,,13732399,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q121,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC4:S|AC1:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:24:30,2020-12-28 12:29:18,IP Address,162.195.42.163,100,288,True,2020-12-28 12:29:18,R_2QX30oSMpAIzHM3,,,,,44.4965057373046875,-87.92659759521484375,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36.728,0,,,,,5,1,"Angry,Sad,Scared,Distressed,Jealous",Hitting her,Drug use|Hitting her|Drinking and driving|Stealing from you,,Your romantic partner,Your ex|Your brother|Your romantic partner|Your old roomate,Extremely rude and avoidant,Kind and courteous|Shy|Pleasant|Extremely rude and avoidant,,35,95,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Jealous,Traumatized",100,0,39,Male,0,1,2,Married,Bachelor's degree,74000,AWE9A4ZOP9LNU,,0,1,0,0,3,1,,,3,23674628,IntroSex,,,SuicideAttempt:Partner,Q95,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 4 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:24:37,2020-12-28 12:29:18,IP Address,108.234.235.187,100,281,True,2020-12-28 12:29:18,R_s6eMP7G5dOwCqbf,,,,,29.691497802734375,-95.04740142822265625,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,0,0,85.094,0,,,,,,57,65,"Angry,Sad,Jealous,Traumatized",The star player on your college's basketball team,Your sister|The president of the college|The coach of your college's basketball team|The star player on your college's basketball team,Hard to deal with,Shy|Easy going|Unselfish|Hard to deal with,None of them did,Three of them did|All of them did|None of them did|Half of them did,,,,,100,100,"Angry,Sad,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Female,2,1,1,Married,High school (secondary school),40000,A304UJAE051J89,,0,1,3,0,0,1,3,,,30356296,BasketballVignette,Crying:BasketballandBehaviorChange,,,Q129,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC3:BB|AC1:BB|AC2:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:20:18,2020-12-28 12:29:20,IP Address,173.62.161.225,100,541,True,2020-12-28 12:29:20,R_3j1Xkv8yYDAm9SG,,,,,39.85400390625,-75.70439910888671875,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,0,0,55.67,0,,,,,,,,,,,,,,,,,,,,0,0,56.232,0,0,0,85.194,0,36,54,"Angry,Sad,Mentally ill,Depressed,Distressed,Jealous",,Groping her,Drug use|Groping her|Drinking and driving|Stealing from you,Your brother-in-law lost his house in a fire,Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law lost his house in a fire,Your mother,Your brother|You best friend|Your father|Your mother,,,55,75,"Sad,Mentally ill,Depressed,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,50,Male,3,1,1,Married,Doctorate,142000,A1WGRJBTGURKP0,,1,1,0,3,0,1,,3,,81090134,SisterVignettePage1,,Depression:Sister,,Q103,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC2:S|AC4:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:23:33,2020-12-28 12:29:21,IP Address,71.217.34.116,100,348,True,2020-12-28 12:29:22,R_cG7VHCYVM9FEePL,,,,,34.9878997802734375,-79.2169036865234375,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,78.021,0,,,,,0,0,"Angry,Sad,Depressed,Guilty,Scared,Distressed,Devious,Jealous,Traumatized",Hitting her,Drinking and driving|Stealing from you|Hitting her|Drug use,,Your romantic partner,Your romantic partner|Your old roomate|Your ex|Your brother,,,False,0,0,"Angry,Sad,Depressed,Guilty,Scared,Tired,Distressed,Jealous,Traumatized",100,0,52,Male,0,1,0,Married,Associate degree,49000,AM6UAUQNJE1A6,None.,0,1,0,0,3,1,,,3,48933743,IntroSex,,,Depression:Partner,Q129,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 3 Partner|AC 5 Partner|AC 1 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:23:47,2020-12-28 12:29:22,IP Address,71.58.90.56,100,335,True,2020-12-28 12:29:22,R_3fUBDbG0g567RWC,,,,,40.7957000732421875,-77.8618011474609375,anonymous,EN,,,,,,,,,,,,,,,,,,,,ie,,,,,0,0,32.197,0,,,,,,,,,,,,,,,,,,,,0,0,71.637,0,0,0,43.318,0,30,65,"Angry,Distressed,Jealous,Violated",True,,,,,Your mother,Your father|Your brother|You best friend|Your mother,Jealous,Happy|Intelligent|Jealous|Scared,65,90,"Sad,Depressed,Guilty,Scared,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,33,Female,0,0,0,Married,Master's degree,67000,A3VENK02U0X16N,,0,1,0,3,0,1,,3,,59823857,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q131,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC5:S|AC1:S|AC4:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:23:53,2020-12-28 12:29:22,IP Address,47.210.3.243,100,328,True,2020-12-28 12:29:22,R_2VC2IsGb4vGOMpV,,,,,32.54339599609375,-93.70110321044921875,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46.492,0,,,,,0,0,"Angry,Sad,Devious,Jealous",Hitting her,Hitting her|Stealing from you|Drug use|Drinking and driving,True,,,,,False,0,0,"Angry,Sad,Devious,Jealous",100,0,58,Male,5,1,0,Previously divorced and currently in another long-term relationship,High school (secondary school),72000,A30RAYNDOWQ61S,,0,1,0,0,3,1,,,3,91738943,IntroSex,,,VerbalRequest:Partner,Q115,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 2 Partner|AC 1 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:25:18,2020-12-28 12:29:23,IP Address,67.253.201.215,100,244,True,2020-12-28 12:29:23,R_1IE4pDrCOjSLSYl,,,,,43.21380615234375,-77.45749664306640625,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,,,,,0,0,32.743,0,,,,,,,,,,,,,,,,,,,,0,0,23.124,0,0,0,38.236,0,2,2,"Devious,Jealous,Confident",False,Groping her,Drinking and driving|Groping her|Stealing from you|Drug use,,,Your mother,You best friend|Your mother|Your father|Your brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,0,1,,2,,,SisterVignettePage1,,,,Q101,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC2:S|AC1:S,,,,
2020-12-28 12:24:55,2020-12-28 12:29:25,IP Address,98.25.133.145,100,270,True,2020-12-28 12:29:26,R_3n0IlSe30eCOhFL,,,,,32.975799560546875,-80.18689727783203125,anonymous,EN,,,oae,,,,,,,,,,,,,,,,,,,,,,20.909,20.909,21.214,1,,,,,,,,,,,,,,,,,,,,0,0,29.458,0,0,0,39.725,0,37,15,"Angry,Mentally ill,Depressed,Guilty,Scared,Distressed,Jealous,Violated",True,Groping her,Drinking and driving|Groping her|Drug use|Stealing from you,,,,,Jealous,Intelligent|Jealous|Scared|Happy,99,100,"Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,45,Male,1,0,0,Single,High school (secondary school),3000,A2ZBYVQLDUZOV7,xxx,1,1,0,3,0,1,,3,,2697519,SisterVignettePage1,,SuicideAttempt:Sister,,Q97,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC1:S|AC5:S|AC2:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:25:30,2020-12-28 12:29:26,IP Address,71.171.94.218,100,235,True,2020-12-28 12:29:26,R_10ZufBbIhI8BPDv,,,,,39.182098388671875,-77.53589630126953125,anonymous,EN,,,,,,,,,,,,,,oe,,,,,,,,,,,0,0,29.206,0,,,,,,,,,,,,,,,,,,,,0,0,24.333,0,0,0,32.194,0,5,0,"Angry,Sad,Depressed,Scared,Tired,Jealous,Violated",,Groping her,Stealing from you|Groping her|Drinking and driving|Drug use,Your brother-in-law lost his house in a fire,Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law lost his house in a fire,Your mother,You best friend|Your brother|Your father|Your mother,,,0,0,"Devious,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,43,Female,2,2,0,Divorced,Master's degree,155000,A2Q9ZJZ3AFH0C2,,1,1,0,3,0,1,,3,,40019446,SisterVignettePage1,,Crying:Sister,,Q119,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC3:S|AC2:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:20:00,2020-12-28 12:29:25,IP Address,24.211.26.202,100,564,True,2020-12-28 12:29:26,R_1DXMtxQNPy7ERX6,,,,,43.1172027587890625,-88.34459686279296875,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.894,6.894,113.789,1,,,,,3,1,"Angry,Sad,Depressed,Distressed,Devious,Jealous",Hitting her,Drug use|Drinking and driving|Hitting her|Stealing from you,True,,,,,False,30,45,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Traumatized,Violated",100,0,37,Male,3,0,0,Single,Bachelor's degree,70000,A1DKVUTOBPQH11,N/A - Thanks,0,1,0,0,3,1,,,3,13918349,IntroSex,,,SuicideAttempt:Partner,Q107,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 5 Partner|AC 2 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:22:44,2020-12-28 12:29:26,IP Address,74.196.88.5,100,401,True,2020-12-28 12:29:26,R_3hbR2SSNW8Tlabc,,,,,37.2554931640625,-82.46140289306640625,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47.4,0,59,76,"Angry,Sad,Depressed,Tired,Distressed,Devious,Jealous,Traumatized,Violated",,,,Your romantic partner,Your romantic partner|Your brother|Your ex|Your old roomate,Extremely rude and avoidant,Kind and courteous|Pleasant|Extremely rude and avoidant|Shy,False,89,91,"Sad,Suicidal,Mentally ill,Depressed,Scared,Tired,Distressed,Traumatized,Violated",100,0,56,Female,2,1,1,Married,Bachelor's degree,47500,A1NGUY5K6K1HIV,,0,1,0,0,3,1,,,3,38863677,IntroSex,,,SuicideAttempt:Partner,Q103,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 3 Partner|AC 4 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:24:17,2020-12-28 12:29:26,IP Address,67.173.180.207,100,309,True,2020-12-28 12:29:27,R_3MDpai7cvH6k5la,,,,,42.0095977783203125,-87.69280242919921875,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,0,0,86.176,0,,,,,,25,5,"Angry,Guilty,Devious,Jealous",,,Hard to deal with,Hard to deal with|Shy|Easy going|Unselfish,None of them did,Half of them did|None of them did|All of them did|Three of them did,,,Very succesful,Very unsuccessful|Very succesful|Much smaller|Much larger,25,5,"Sad,Depressed,Guilty,Scared,Tired,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,2,0,0,Unmarried in a long-term relationship,Bachelor's degree,"30,000",A1L6U3IQCD97T0,,0,1,3,0,0,1,3,,,27020181,BasketballVignette,Depression:Basketball,,,Q107,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC3:BB|AC5:BB|AC2:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:27:04,2020-12-28 12:29:28,IP Address,71.209.29.166,100,143,True,2020-12-28 12:29:28,R_2Ysq707171LYayz,,,,,32.4300994873046875,-80.669403076171875,anonymous,EN,,,,,,,,,,,,,,,,,,ei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q127,,,,,,,,,
2020-12-28 12:25:19,2020-12-28 12:29:30,IP Address,98.149.26.161,100,251,True,2020-12-28 12:29:31,R_3qg0w5l4nKr4sC7,,,,,33.751800537109375,-117.993194580078125,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,5.182,40.383,43.97,7,,,,,,81,70,"Depressed,Guilty,Calm,Neutral,Tired,Distressed,Jealous",The president of the college,The star player on your college's basketball team|The president of the college|Your sister|The coach of your college's basketball team,,,Three of them did,None of them did|All of them did|Three of them did|Half of them did,Cheating,Sexual assault|Cheating|Accepting bribes|Theft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,,,,BasketballVignette,,,,Q95,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC3:BB|AC4:BB|AC1:BB,,,,,,,
2020-12-28 12:23:10,2020-12-28 12:29:39,IP Address,24.112.145.11,100,388,True,2020-12-28 12:29:39,R_1Cvk10t3IgyHMcq,,,,,39.6573944091796875,-76.37129974365234375,anonymous,EN,,,,,,,,,,ae,,,,,,,,,,,,,,,0,0,31.377,0,,,,,,,,,,,,,,,,,,,,5.548,13.594,39.282,4,2.229,12.568,44.924,4,50,30,"Angry,Sad,Depressed,Scared,Distressed,Traumatized",,Groping her,Drinking and driving|Stealing from you|Drug use|Groping her,,,Your mother,Your brother|You best friend|Your father|Your mother,Jealous,Intelligent|Scared|Jealous|Happy,95,95,"Angry,Sad,Depressed,Scared,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,49,Female,1,3,0,Previously divorced and currently in another long-term relationship,Bachelor's degree,70000,AJ3XLYCTCQI4T,,1,1,0,3,0,1,,3,,5356013,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q111,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC4:S|AC2:S|AC5:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:24:51,2020-12-28 12:29:39,IP Address,12.218.182.74,100,287,True,2020-12-28 12:29:39,R_2sTP0ClvdxIGuM3,,,,,26.4550018310546875,-80.10759735107421875,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.385,8.385,103.535,1,,,,,10,0,"Angry,Depressed,Tired,Distressed,Devious,Jealous,Violated",,,,Your romantic partner,Your old roomate|Your brother|Your romantic partner|Your ex,Extremely rude and avoidant,Pleasant|Extremely rude and avoidant|Shy|Kind and courteous,False,32,64,"Angry,Sad,Suicidal,Mentally ill,Depressed,Tired,Distressed,Devious,Jealous,Traumatized,Violated",100,0,36,Male,0,0,0,Unmarried in a long-term relationship,High school (secondary school),100000,A2E2UARVOVDR9Y,none,0,1,0,0,3,1,,,3,19360641,IntroSex,,,SuicideAttempt:Partner,Q103,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 5 Partner|AC 3 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:27:04,2020-12-28 12:29:41,IP Address,172.9.162.236,100,157,True,2020-12-28 12:29:41,R_2uIMt0GnBuCUZtt,,,,,38.566192626953125,-121.5525054931640625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.996,0,,,,,,,,,,,,,,,,,,,,0,0,22.8,0,0,0,29.821,0,1,1,"Depressed,Jealous",True,,,Your brother-in-law lost his job,Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his house in a fire|Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay,,,Jealous,Happy|Scared|Jealous|Intelligent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,,2,,,SisterVignettePage1,,,,Q93,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC5:S|AC3:S|AC1:S,,,,
2020-12-28 12:24:14,2020-12-28 12:29:41,IP Address,66.190.98.245,100,326,True,2020-12-28 12:29:42,R_AEULMLdzxWtYhQB,,,,,32.7191925048828125,-97.45050048828125,anonymous,EN,,,,,,,,,,ae,,,,,,,,,,,0,0,82.912,0,,,,,,0,0,"Angry,Devious,Jealous",The star player on your college's basketball team,The coach of your college's basketball team|Your sister|The president of the college|The star player on your college's basketball team,Hard to deal with,Unselfish|Easy going|Hard to deal with|Shy,,,Sexual assault,Sexual assault|Theft|Cheating|Accepting bribes,,,0,0,"Angry,Devious,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Male,4,0,0,Single,Bachelor's degree,49000,A2FNQQTVE32XD9,"there is no reason to ask how many sons or daughters one has. ""do you have any children?"" ""yes"", ""no"" that is all that needs to be asked. ",0,1,3,0,0,1,3,,,27096362,BasketballVignette,VerbalRequest:Basketball,,,Q111,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC4:BB|AC1:BB|AC2:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:24:03,2020-12-28 12:29:45,IP Address,108.220.13.47,100,342,True,2020-12-28 12:29:45,R_2rkf97bOJZFxOzb,,,,,32.8618927001953125,-97.3426971435546875,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,,,,,5.307,5.307,21.237,1,,,,,,,,,,,,,,,,,,,,15.966,15.966,36.649,1,29.228,29.228,30.51,1,20,25,"Angry,Devious,Jealous",True,Groping her,Stealing from you|Groping her|Drinking and driving|Drug use,,,Your mother,Your father|You best friend|Your brother|Your mother,,,20,20,"Distressed,Devious",100,0,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,0,0,0,Widowed,Bachelor's degree,72000,AXY0D2AMLKE2A,"thanks a lot, stay safe",1,1,0,3,0,1,,3,,46861461,SisterVignettePage1,,Crying:Sister,,Q121,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC2:S|AC4:S|AC1:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:19:42,2020-12-28 12:29:45,IP Address,207.44.32.7,100,603,True,2020-12-28 12:29:45,R_27Hea42dI5VjsKp,,,,,40.8607940673828125,-76.5561981201171875,anonymous,EN,,,,,,,,,,,,,,,,ueio,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.84,86.79,32,1,5,"Guilty,Devious,Jealous",,,True,,,Extremely rude and avoidant,Shy|Extremely rude and avoidant|Kind and courteous|Pleasant,False,1,5,"Guilty,Devious,Jealous",55,0,46,Female,0,1,0,Married,Associate degree,52000,A31XNLA9REVGXL,Thank you,0,1,0,0,3,1,,,3,24700717,IntroSex,,,Crying:Partner,Q123,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 4 Partner|AC 2 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:21:31,2020-12-28 12:29:45,IP Address,104.49.245.128,100,493,True,2020-12-28 12:29:46,R_saQ9O5QiB8voVgZ,,,,,38.220001220703125,-85.6941986083984375,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,4.491,98.647,142.687,3,,,,,,3,3,"Angry,Jealous",,,Hard to deal with,Hard to deal with|Easy going|Unselfish|Shy,,,Sexual assault,Accepting bribes|Sexual assault|Cheating|Theft,Very succesful,Very succesful|Much larger|Very unsuccessful|Much smaller,3,3,"Angry,Distressed,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Female,0,0,0,Single,Bachelor's degree,40000,A1TPGXT718D68E,,0,1,3,0,0,1,3,,,50983395,BasketballVignette,VerbalRequest:Basketball,,,Q129,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC4:BB|AC5:BB|AC2:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
